APP_ID_C,target
app_109050,0.01647734
app_109051,0.03013277
app_109052,0.018608308
app_109053,0.024057555
app_109054,0.017292661
app_109055,0.017261243
app_109056,0.02295441
app_109057,0.036261927
app_109058,0.018582025
app_109059,0.027021105
app_109060,0.006017461
app_109061,0.004938373
app_109062,0.040495942
app_109063,0.024018299
app_109064,0.052913007
app_109065,0.016866019
app_109066,0.012646469
app_109067,0.025783992
app_109068,0.008225913
app_109069,0.013254166
app_109070,0.022534457
app_109071,0.005781065
app_109072,0.017364332
app_109073,0.010482057
app_109074,0.010311779
app_109075,0.016866019
app_109076,0.010160438
app_109077,0.006724851
app_109078,0.003711946
app_109079,0.006127522
app_109080,0.02758255
app_109081,0.032654824
app_109082,0.012614406
app_109083,0.039269213
app_109084,0.072002154
app_109085,0.006101345
app_109086,0.002417532
app_109087,0.016157154
app_109088,0.019458433
app_109089,0.011311423
app_109090,0.018321826
app_109091,0.001648787
app_109092,0.006543944
app_109093,0.031375506
app_109094,0.021693005
app_109095,0.026311247
app_109096,0.019749149
app_109097,0.014937073
app_109098,0.022967672
app_109099,0.017692135
app_109100,0.017263714
app_109101,0.076396977
app_109102,0.075968986
app_109103,0.021279142
app_109104,0.023288679
app_109105,0.028637203
app_109106,0.025593156
app_109107,0.032976535
app_109108,0.018770893
app_109109,0.07028541
app_109110,0.0222397
app_109111,0.004899418
app_109112,0.017606603
app_109113,0.108093787
app_109114,0.038980234
app_109115,0.034683081
app_109116,0.035495457
app_109117,0.01637862
app_109118,0.037674017
app_109119,0.001993209
app_109120,0.033559141
app_109121,0.003756445
app_109122,0.00990475
app_109123,0.039653766
app_109124,0.004920942
app_109125,0.022375571
app_109126,0.023643222
app_109127,0.027509094
app_109128,0.035125978
app_109129,0.039422877
app_109130,0.023073993
app_109131,0.011506264
app_109132,0.075702953
app_109133,0.024557038
app_109134,0.021073441
app_109135,0.006563863
app_109136,0.027357666
app_109137,0.018002052
app_109138,0.01037858
app_109139,0.009215986
app_109140,0.061415914
app_109141,0.020824735
app_109142,0.003693744
app_109143,0.001297783
app_109144,0.016608404
app_109145,0.028129898
app_109146,0.040126698
app_109147,0.053996949
app_109148,0.017270179
app_109149,0.010987824
app_109150,0.076236238
app_109151,0.02427619
app_109152,0.05734963
app_109153,0.021076053
app_109154,0.012142226
app_109155,0.003672708
app_109156,0.035144194
app_109157,0.007158171
app_109158,0.002707927
app_109159,0.028477445
app_109160,0.017322408
app_109161,0.01927092
app_109162,0.018401544
app_109163,0.007341033
app_109164,0.016728269
app_109165,0.020026671
app_109166,0.006499747
app_109167,0.025776326
app_109168,0.005203322
app_109169,0.032115795
app_109170,0.025089863
app_109171,0.015390969
app_109172,0.012344579
app_109173,0.029111654
app_109174,0.007291703
app_109175,0.028016144
app_109176,0.029508693
app_109177,0.019148514
app_109178,0.014058411
app_109179,0.050821343
app_109180,0.017014843
app_109181,0.01037713
app_109182,0.025089863
app_109183,0.010482945
app_109184,0.018678641
app_109185,0.013382102
app_109186,0.012685411
app_109187,0.030310447
app_109188,0.055408894
app_109189,0.006414211
app_109190,0.011993443
app_109191,0.019502708
app_109192,0.030905392
app_109193,0.005761868
app_109194,0.024463082
app_109195,0.022284539
app_109196,0.030838183
app_109197,0.029195966
app_109198,0.013742777
app_109199,0.00252368
app_109200,0.005760761
app_109201,0.03013277
app_109202,0.080303229
app_109203,0.017292661
app_109204,0.01668004
app_109205,0.022901964
app_109206,0.00755049
app_109207,0.041357789
app_109208,0.014578949
app_109209,0.019619631
app_109210,0.041963833
app_109211,0.008210905
app_109212,0.005430863
app_109213,0.022627205
app_109214,0.018278328
app_109215,0.008190611
app_109216,0.017293396
app_109217,0.03013277
app_109218,0.003504166
app_109219,0.054699276
app_109220,0.017852933
app_109221,0.017292661
app_109222,0.008597304
app_109223,0.002804161
app_109224,0.038756889
app_109225,0.039591633
app_109226,0.039526721
app_109227,0.003590689
app_109228,0.033773134
app_109229,0.003346055
app_109230,0.035276795
app_109231,0.015553894
app_109232,0.047462957
app_109233,0.000435762
app_109234,0.006085976
app_109235,0.031501354
app_109236,0.033034007
app_109237,0.019176848
app_109238,0.030971802
app_109239,0.03013277
app_109240,0.018539682
app_109241,0.039264044
app_109242,0.025920453
app_109243,0.001616134
app_109244,0.014505779
app_109245,0.006435285
app_109246,0.008931952
app_109247,0.023465539
app_109248,0.026853437
app_109249,0.001807197
app_109250,0.019510026
app_109251,0.026574293
app_109252,0.009738194
app_109253,0.005100532
app_109254,0.029250261
app_109255,0.081929533
app_109256,0.081517146
app_109257,0.011387637
app_109258,0.026853437
app_109259,0.012795155
app_109260,0.031676314
app_109261,0.026375287
app_109262,0.04687441
app_109263,0.012198832
app_109264,0.007572796
app_109265,0.024714662
app_109266,0.021023929
app_109267,0.017094659
app_109268,0.027443757
app_109269,0.003031663
app_109270,0.084020906
app_109271,0.020671154
app_109272,0.03013277
app_109273,0.021832952
app_109274,0.032943989
app_109275,0.004377732
app_109276,0.038070658
app_109277,0.049933656
app_109278,0.011475499
app_109279,0.052382837
app_109280,0.027633878
app_109281,0.013660834
app_109282,0.025272447
app_109283,0.009908489
app_109284,0.003072351
app_109285,0.003750939
app_109286,0.04284539
app_109287,0.025576599
app_109288,0.0205939
app_109289,0.061132358
app_109290,0.032607982
app_109291,0.007455658
app_109292,0.007050529
app_109293,0.019874238
app_109294,0.00192145
app_109295,0.025151069
app_109296,0.03421171
app_109297,0.017465495
app_109298,0.03013277
app_109299,0.03013277
app_109300,0.021279142
app_109301,0.014933881
app_109302,0.053579747
app_109303,0.03013277
app_109304,0.026940299
app_109305,0.058180025
app_109306,0.021061682
app_109307,0.00975232
app_109308,0.015374396
app_109309,0.057088226
app_109310,0.028410606
app_109311,0.001449622
app_109312,0.037198071
app_109313,0.023940458
app_109314,0.045454219
app_109315,0.002775319
app_109316,0.01964478
app_109317,0.03013277
app_109318,0.017174022
app_109319,0.018423276
app_109320,0.002157014
app_109321,0.029161774
app_109322,0.018849379
app_109323,0.005482119
app_109324,0.027342772
app_109325,0.000806207
app_109326,0.006169882
app_109327,0.017400891
app_109328,0.013007289
app_109329,0.005130829
app_109330,0.029839387
app_109331,0.010487201
app_109332,0.03013277
app_109333,0.029579125
app_109334,0.011520334
app_109335,0.022653138
app_109336,0.073330758
app_109337,0.014593177
app_109338,0.021422602
app_109339,0.037917074
app_109340,0.027908295
app_109341,0.04447815
app_109342,0.032132139
app_109343,0.005112913
app_109344,0.008922187
app_109345,0.04440581
app_109346,0.013271172
app_109347,0.013737093
app_109348,0.035131108
app_109349,0.002224152
app_109350,0.003266293
app_109351,0.008154251
app_109352,0.02190939
app_109353,0.055138623
app_109354,0.006676576
app_109355,0.018212633
app_109356,0.016756079
app_109357,0.005493633
app_109358,0.011831576
app_109359,0.021765753
app_109360,0.00240887
app_109361,0.031496719
app_109362,0.028619165
app_109363,0.036189546
app_109364,0.025593156
app_109365,0.023755497
app_109366,0.010541928
app_109367,0.027994451
app_109368,0.041726807
app_109369,0.022874846
app_109370,0.019088434
app_109371,0.032193556
app_109372,0.008056743
app_109373,0.053911712
app_109374,0.013145178
app_109375,0.00830747
app_109376,0.004638999
app_109377,0.007127915
app_109378,0.000837031
app_109379,0.019615709
app_109380,0.02671823
app_109381,0.046160085
app_109382,0.015358047
app_109383,0.027010312
app_109384,0.019979685
app_109385,0.032722348
app_109386,0.029513659
app_109387,0.032582364
app_109388,0.010738829
app_109389,0.03013277
app_109390,0.007374113
app_109391,0.034064393
app_109392,0.02990833
app_109393,0.027031757
app_109394,0.006868869
app_109395,0.028526182
app_109396,0.008003169
app_109397,0.010408744
app_109398,0.006428667
app_109399,0.011343031
app_109400,0.025911891
app_109401,0.006180368
app_109402,0.025593156
app_109403,0.00524725
app_109404,0.021491997
app_109405,0.017094458
app_109406,0.031468227
app_109407,0.019531761
app_109408,0.030764694
app_109409,0.030707514
app_109410,0.030221362
app_109411,0.020138918
app_109412,0.013829184
app_109413,0.035861937
app_109414,0.02004283
app_109415,0.034164176
app_109416,0.011456013
app_109417,0.001150916
app_109418,0.030773975
app_109419,0.031384293
app_109420,0.07083414
app_109421,0.003216191
app_109422,0.007290002
app_109423,0.02987263
app_109424,0.02995322
app_109425,0.003359831
app_109426,0.014352791
app_109427,0.013601775
app_109428,0.111749566
app_109429,0.03013277
app_109430,0.030068853
app_109431,0.029961105
app_109432,0.057996839
app_109433,0.031194951
app_109434,0.004124667
app_109435,0.01215211
app_109436,0.016087325
app_109437,0.071949251
app_109438,0.003050521
app_109439,0.029568965
app_109440,0.031771072
app_109441,0.087784994
app_109442,0.015293007
app_109443,0.00158136
app_109444,0.00883735
app_109445,0.066717635
app_109446,0.01964627
app_109447,0.019781845
app_109448,0.040731049
app_109449,0.019029777
app_109450,0.036000026
app_109451,0.025426551
app_109452,0.016692211
app_109453,0.024169402
app_109454,0.067143018
app_109455,0.024930813
app_109456,0.012689805
app_109457,0.04859885
app_109458,0.013708048
app_109459,0.026191531
app_109460,0.032787472
app_109461,0.032572009
app_109462,0.038343876
app_109463,0.004843598
app_109464,0.012949403
app_109465,0.008530677
app_109466,0.029000725
app_109467,0.019255705
app_109468,0.008530677
app_109469,0.042795405
app_109470,0.011579603
app_109471,0.008530677
app_109472,0.017459691
app_109473,0.053384905
app_109474,0.015293625
app_109475,0.051592723
app_109476,0.095170696
app_109477,0.023465539
app_109478,0.03013277
app_109479,0.000506199
app_109480,0.027247988
app_109481,0.021046383
app_109482,0.003986698
app_109483,0.012158989
app_109484,0.032279114
app_109485,0.007286859
app_109486,0.026009147
app_109487,0.021090774
app_109488,0.025004726
app_109489,0.071981366
app_109490,0.014728785
app_109491,0.099878526
app_109492,0.020614236
app_109493,0.036685332
app_109494,0.00717552
app_109495,0.016982817
app_109496,0.023631204
app_109497,0.026357967
app_109498,0.012485117
app_109499,0.02995322
app_109500,0.027366378
app_109501,0.029068107
app_109502,0.006108646
app_109503,0.00065204
app_109504,0.006881571
app_109505,0.012007033
app_109506,0.005814088
app_109507,0.018019746
app_109508,0.00480955
app_109509,0.008426557
app_109510,0.026859866
app_109511,0.031223782
app_109512,0.014974619
app_109513,0.050068518
app_109514,0.028956041
app_109515,0.035447748
app_109516,0.032085498
app_109517,0.006186114
app_109518,0.061587729
app_109519,0.032798825
app_109520,0.032334825
app_109521,0.028352181
app_109522,0.015351176
app_109523,0.026565072
app_109524,0.026996713
app_109525,0.023396062
app_109526,0.008076746
app_109527,0.043145399
app_109528,0.026375287
app_109529,0.031309235
app_109530,0.017292661
app_109531,0.022534457
app_109532,0.022702633
app_109533,0.00077575
app_109534,0.062476595
app_109535,0.003487574
app_109536,0.012345658
app_109537,0.03483795
app_109538,0.033010207
app_109539,0.031054338
app_109540,0.034461955
app_109541,0.01920163
app_109542,0.028936892
app_109543,0.00970987
app_109544,0.010500526
app_109545,0.001933355
app_109546,0.019577007
app_109547,0.019505673
app_109548,0.006833376
app_109549,0.02515772
app_109550,0.020784883
app_109551,0.025593156
app_109552,0.01536805
app_109553,0.012445445
app_109554,0.025334908
app_109555,0.003477659
app_109556,0.031881457
app_109557,0.022798641
app_109558,0.002230918
app_109559,0.01536805
app_109560,0.014927094
app_109561,0.025079123
app_109562,0.012248486
app_109563,0.002451894
app_109564,0.004808408
app_109565,0.029932022
app_109566,0.01536805
app_109567,0.038093781
app_109568,0.029055487
app_109569,0.031430271
app_109570,0.00714888
app_109571,0.007566046
app_109572,0.005406062
app_109573,0.034403648
app_109574,0.028513118
app_109575,0.022636019
app_109576,0.022534457
app_109577,0.057088226
app_109578,0.028200513
app_109579,0.008341919
app_109580,0.002797533
app_109581,0.008452841
app_109582,0.01162477
app_109583,0.03659048
app_109584,0.006647183
app_109585,0.026871618
app_109586,0.001202376
app_109587,0.049043475
app_109588,0.016680109
app_109589,0.006007194
app_109590,0.005222617
app_109591,0.0108482
app_109592,0.03186398
app_109593,0.024786198
app_109594,0.009664825
app_109595,0.018065951
app_109596,0.019879299
app_109597,0.027318905
app_109598,0.030917559
app_109599,0.002585049
app_109600,0.010045535
app_109601,0.030659246
app_109602,0.029553779
app_109603,0.026571799
app_109604,0.006925304
app_109605,0.040357912
app_109606,0.102601448
app_109607,0.007714702
app_109608,0.02382232
app_109609,0.008943763
app_109610,0.012210287
app_109611,0.025089863
app_109612,0.007776899
app_109613,0.041615537
app_109614,0.025593156
app_109615,0.006855874
app_109616,0.004612861
app_109617,0.018479543
app_109618,0.026445987
app_109619,0.023366147
app_109620,0.01186294
app_109621,0.046105383
app_109622,0.015351176
app_109623,0.030130274
app_109624,0.015137487
app_109625,0.070124317
app_109626,0.002982111
app_109627,0.027024151
app_109628,0.016277111
app_109629,0.018387243
app_109630,0.042894221
app_109631,0.059178939
app_109632,0.033372809
app_109633,0.00814051
app_109634,0.026375287
app_109635,0.01063399
app_109636,0.005203538
app_109637,0.030508238
app_109638,0.006870156
app_109639,0.012023087
app_109640,0.001841725
app_109641,0.053450176
app_109642,0.082427451
app_109643,0.032468102
app_109644,0.026123556
app_109645,0.009862164
app_109646,0.006016608
app_109647,0.044978868
app_109648,0.009738465
app_109649,0.003504326
app_109650,0.007667206
app_109651,0.001048166
app_109652,0.014469002
app_109653,0.021096152
app_109654,0.015351176
app_109655,0.014896297
app_109656,0.022500778
app_109657,0.025704981
app_109658,0.017076518
app_109659,0.009611007
app_109660,0.027357666
app_109661,0.029961105
app_109662,0.02928455
app_109663,0.015961667
app_109664,0.028251572
app_109665,0.005232338
app_109666,0.025883413
app_109667,0.015351176
app_109668,0.107755607
app_109669,0.017302271
app_109670,0.004318209
app_109671,0.025597328
app_109672,0.001153521
app_109673,0.043864471
app_109674,0.002771241
app_109675,0.007224927
app_109676,0.051460761
app_109677,0.026875329
app_109678,0.027958641
app_109679,0.005389023
app_109680,0.001028861
app_109681,0.007276936
app_109682,0.004823237
app_109683,0.021343739
app_109684,0.008856716
app_109685,0.072530664
app_109686,0.026757154
app_109687,0.026317496
app_109688,0.00836969
app_109689,0.023925528
app_109690,0.025593156
app_109691,0.013031304
app_109692,0.012240979
app_109693,0.027663225
app_109694,0.02995322
app_109695,0.010237995
app_109696,0.031559518
app_109697,0.028579085
app_109698,0.01403231
app_109699,0.024947909
app_109700,0.022186098
app_109701,0.008194377
app_109702,0.019300972
app_109703,0.021832952
app_109704,0.018479203
app_109705,0.02230297
app_109706,0.062052161
app_109707,0.027509094
app_109708,0.035611171
app_109709,0.025089863
app_109710,0.008009046
app_109711,0.004638865
app_109712,0.028853145
app_109713,0.016851911
app_109714,0.021669369
app_109715,0.006805267
app_109716,0.013347668
app_109717,0.007753426
app_109718,0.010633608
app_109719,0.029966208
app_109720,0.022863779
app_109721,0.021949626
app_109722,0.023656099
app_109723,0.020485028
app_109724,0.025884246
app_109725,0.018188582
app_109726,0.020464733
app_109727,0.00329587
app_109728,0.03349703
app_109729,0.029931433
app_109730,0.014939637
app_109731,0.040936501
app_109732,0.025822773
app_109733,0.012324583
app_109734,0.005572421
app_109735,0.026351373
app_109736,0.016866019
app_109737,0.027509094
app_109738,0.020405241
app_109739,0.014053764
app_109740,0.028007805
app_109741,0.020579093
app_109742,0.021625668
app_109743,0.010865499
app_109744,0.027366378
app_109745,0.060605369
app_109746,0.020209828
app_109747,0.027843356
app_109748,0.046914201
app_109749,0.022461425
app_109750,0.020258207
app_109751,0.025942849
app_109752,0.043554381
app_109753,0.003882907
app_109754,0.005897141
app_109755,0.025443666
app_109756,0.030905392
app_109757,0.008976354
app_109758,0.012293863
app_109759,0.025305483
app_109760,0.031757431
app_109761,0.043483967
app_109762,0.023636014
app_109763,0.008617871
app_109764,0.029195081
app_109765,0.008372556
app_109766,0.012353223
app_109767,0.017077385
app_109768,0.06871731
app_109769,0.026333153
app_109770,0.014528703
app_109771,0.007815096
app_109772,0.010371817
app_109773,0.009647175
app_109774,0.028888878
app_109775,0.004079412
app_109776,0.043863382
app_109777,0.026375287
app_109778,0.033249088
app_109779,0.027566482
app_109780,0.016208132
app_109781,0.032086577
app_109782,0.020054085
app_109783,0.003588426
app_109784,0.02756929
app_109785,0.024445573
app_109786,0.008090313
app_109787,0.02458143
app_109788,0.006757953
app_109789,0.017436616
app_109790,0.021767584
app_109791,0.005675001
app_109792,0.003517372
app_109793,0.016097837
app_109794,0.006530721
app_109795,0.022653138
app_109796,0.009796657
app_109797,0.011839898
app_109798,0.049357861
app_109799,0.00182745
app_109800,0.030905392
app_109801,0.016846054
app_109802,0.019289197
app_109803,0.00580448
app_109804,0.030191356
app_109805,0.015599848
app_109806,0.025089839
app_109807,0.003741653
app_109808,0.01963699
app_109809,0.056317833
app_109810,0.014983648
app_109811,0.024756627
app_109812,0.010681415
app_109813,0.004682076
app_109814,0.009619309
app_109815,0.010156321
app_109816,0.009574833
app_109817,0.039049409
app_109818,0.012179304
app_109819,0.03013277
app_109820,0.032131093
app_109821,0.02218644
app_109822,0.028750153
app_109823,0.005744607
app_109824,0.010641756
app_109825,0.015534376
app_109826,0.034984444
app_109827,0.028192253
app_109828,0.015618692
app_109829,0.064075588
app_109830,0.027357666
app_109831,0.025619816
app_109832,0.028953534
app_109833,0.004858391
app_109834,0.005051202
app_109835,0.031945382
app_109836,0.033683009
app_109837,0.009085233
app_109838,0.004253577
app_109839,0.02677107
app_109840,0.053714618
app_109841,0.018216315
app_109842,0.024821976
app_109843,0.006886878
app_109844,0.020539643
app_109845,0.014339326
app_109846,0.022861064
app_109847,0.001322723
app_109848,0.015006683
app_109849,0.024767153
app_109850,0.020363579
app_109851,0.060001906
app_109852,0.011369803
app_109853,0.024860553
app_109854,0.001238217
app_109855,0.02189818
app_109856,0.002823558
app_109857,0.047910377
app_109858,0.029429859
app_109859,0.03421171
app_109860,0.018870021
app_109861,0.009711957
app_109862,0.015145646
app_109863,0.008399117
app_109864,0.011067789
app_109865,0.013265448
app_109866,0.019074525
app_109867,0.017066679
app_109868,0.033513555
app_109869,0.016866019
app_109870,0.008113959
app_109871,0.025910444
app_109872,0.025399143
app_109873,0.003574772
app_109874,0.027133
app_109875,0.002430923
app_109876,0.008732069
app_109877,0.03095787
app_109878,0.006811778
app_109879,0.03402327
app_109880,0.001227577
app_109881,0.057363508
app_109882,0.019962796
app_109883,0.007956761
app_109884,0.015329604
app_109885,0.007854682
app_109886,0.060154409
app_109887,0.024846188
app_109888,0.03013277
app_109889,0.028564549
app_109890,0.022615465
app_109891,0.027071962
app_109892,0.010605219
app_109893,0.035077997
app_109894,0.02033389
app_109895,0.025733893
app_109896,0.021101956
app_109897,0.021675721
app_109898,0.015554292
app_109899,0.015527178
app_109900,0.032545573
app_109901,0.040331289
app_109902,0.049791133
app_109903,0.013492045
app_109904,0.015192646
app_109905,0.001799726
app_109906,0.003072595
app_109907,0.031005904
app_109908,0.017213229
app_109909,0.030754598
app_109910,0.024910129
app_109911,0.006140346
app_109912,0.023879161
app_109913,0.021751533
app_109914,0.016071129
app_109915,0.000881805
app_109916,0.020570446
app_109917,0.033039804
app_109918,0.014403448
app_109919,0.00665936
app_109920,0.027649791
app_109921,0.000817327
app_109922,0.04036111
app_109923,0.007722543
app_109924,0.054491777
app_109925,0.010247445
app_109926,0.030905392
app_109927,0.015299953
app_109928,0.019804191
app_109929,0.019889949
app_109930,0.005585068
app_109931,0.007460059
app_109932,0.025593156
app_109933,0.025444094
app_109934,0.016911252
app_109935,0.002522279
app_109936,0.019140813
app_109937,0.03013277
app_109938,0.028233581
app_109939,0.006281035
app_109940,0.008594333
app_109941,0.007062289
app_109942,0.023435457
app_109943,0.019384786
app_109944,0.027681978
app_109945,0.027632908
app_109946,0.016359319
app_109947,0.031708099
app_109948,0.027357666
app_109949,0.005735949
app_109950,0.022030711
app_109951,0.03136821
app_109952,0.004909242
app_109953,0.009506035
app_109954,0.036615439
app_109955,0.027812587
app_109956,0.021854582
app_109957,0.013620748
app_109958,0.009973572
app_109959,0.018678702
app_109960,0.013715814
app_109961,0.013761368
app_109962,0.006673992
app_109963,0.017094659
app_109964,0.008127639
app_109965,0.023630389
app_109966,0.001267372
app_109967,0.012405883
app_109968,0.03421171
app_109969,0.025291767
app_109970,0.012278179
app_109971,0.025468471
app_109972,0.010667156
app_109973,0.022453783
app_109974,0.01920163
app_109975,0.004698108
app_109976,0.003925024
app_109977,0.039371374
app_109978,0.014984056
app_109979,0.071728074
app_109980,0.027509094
app_109981,0.008656296
app_109982,0.001630454
app_109983,0.012736423
app_109984,0.028334946
app_109985,0.027273788
app_109986,0.030906812
app_109987,0.003260617
app_109988,0.035611171
app_109989,0.013159709
app_109990,0.003775175
app_109991,0.019755609
app_109992,0.03013277
app_109993,0.020727731
app_109994,0.024321784
app_109995,0.006083717
app_109996,0.011051382
app_109997,0.019352353
app_109998,0.032565426
app_109999,0.023731828
app_110000,0.002017516
app_110001,0.011996963
app_110002,0.001364384
app_110003,0.018029291
app_110004,0.024593104
app_110005,0.043279245
app_110006,0.025924465
app_110007,0.009851439
app_110008,0.002952098
app_110009,0.016884858
app_110010,0.016884858
app_110011,0.016884858
app_110012,0.028697032
app_110013,0.008104404
app_110014,0.01264163
app_110015,0.02535557
app_110016,0.035459536
app_110017,0.017248505
app_110018,0.017071635
app_110019,0.01893573
app_110020,0.029810526
app_110021,0.027455048
app_110022,0.01962749
app_110023,0.031244409
app_110024,0.040791525
app_110025,0.023417656
app_110026,0.026778469
app_110027,0.017764924
app_110028,0.01648387
app_110029,0.037355534
app_110030,0.014198659
app_110031,0.007213646
app_110032,0.025593156
app_110033,0.026048081
app_110034,0.003678786
app_110035,0.036850902
app_110036,0.005330047
app_110037,0.019271659
app_110038,0.01686119
app_110039,0.009751188
app_110040,0.015719282
app_110041,0.025989594
app_110042,0.020338317
app_110043,0.031384293
app_110044,0.004065311
app_110045,0.007932623
app_110046,0.013034073
app_110047,0.025170604
app_110048,0.117649862
app_110049,0.011038263
app_110050,0.035373386
app_110051,0.040165612
app_110052,0.008969374
app_110053,0.113885045
app_110054,0.00193019
app_110055,0.024750501
app_110056,0.012363225
app_110057,0.006166814
app_110058,0.020605553
app_110059,0.002563453
app_110060,0.005129545
app_110061,0.052821426
app_110062,0.006857123
app_110063,0.005749329
app_110064,0.005828059
app_110065,0.023767763
app_110066,0.021463893
app_110067,0.028564549
app_110068,0.02821314
app_110069,0.026453784
app_110070,0.010158949
app_110071,0.035309109
app_110072,0.029112152
app_110073,0.013721688
app_110074,0.022081206
app_110075,0.022458835
app_110076,0.017635262
app_110077,0.035373386
app_110078,0.0089318
app_110079,0.005874008
app_110080,0.007509195
app_110081,0.026762839
app_110082,0.044090264
app_110083,0.035927718
app_110084,0.030905392
app_110085,0.020111645
app_110086,0.030905392
app_110087,0.010217663
app_110088,0.016866019
app_110089,0.028306951
app_110090,0.005535271
app_110091,0.033400446
app_110092,0.024391562
app_110093,0.028564549
app_110094,0.02627008
app_110095,0.019764885
app_110096,0.024473942
app_110097,0.002580709
app_110098,0.032223474
app_110099,0.029193823
app_110100,0.021343061
app_110101,0.047380844
app_110102,0.006624124
app_110103,0.001579021
app_110104,0.015894326
app_110105,0.007540755
app_110106,0.011272958
app_110107,0.029816745
app_110108,0.012663508
app_110109,0.001501699
app_110110,0.108373405
app_110111,0.007643889
app_110112,0.022351808
app_110113,0.017292661
app_110114,0.008789998
app_110115,0.027938523
app_110116,0.004406426
app_110117,0.013013662
app_110118,0.003380301
app_110119,0.001954813
app_110120,0.002404571
app_110121,0.012104719
app_110122,0.015402626
app_110123,0.000858881
app_110124,0.006716034
app_110125,0.034813913
app_110126,0.0564636
app_110127,0.03013277
app_110128,0.03638184
app_110129,0.03300459
app_110130,0.081183066
app_110131,0.005704285
app_110132,0.014126663
app_110133,0.028883347
app_110134,0.022006326
app_110135,0.028302205
app_110136,0.025918377
app_110137,0.035974101
app_110138,0.029744223
app_110139,0.007656525
app_110140,0.019884627
app_110141,0.036245545
app_110142,0.03421171
app_110143,0.021090774
app_110144,0.035099389
app_110145,0.014752928
app_110146,0.023702236
app_110147,0.023944659
app_110148,0.016263704
app_110149,0.008146244
app_110150,0.028444107
app_110151,0.030014743
app_110152,0.038495599
app_110153,0.008578021
app_110154,0.025100757
app_110155,0.027700926
app_110156,0.007053097
app_110157,0.088839837
app_110158,0.028170766
app_110159,0.000467926
app_110160,0.017079326
app_110161,0.008589828
app_110162,0.009162292
app_110163,0.003915553
app_110164,0.021971319
app_110165,0.007405313
app_110166,0.006385213
app_110167,0.075702953
app_110168,0.004415814
app_110169,0.062046081
app_110170,0.029555962
app_110171,0.057888201
app_110172,0.003304317
app_110173,0.019694406
app_110174,0.003431031
app_110175,0.03132505
app_110176,0.053735365
app_110177,0.057150304
app_110178,0.036780254
app_110179,0.016030715
app_110180,0.021511499
app_110181,0.03941735
app_110182,0.013871002
app_110183,0.017330139
app_110184,0.013245806
app_110185,0.008162249
app_110186,0.043514769
app_110187,0.006951685
app_110188,0.024443017
app_110189,0.020737314
app_110190,0.012318172
app_110191,0.033894027
app_110192,0.001585355
app_110193,0.095915283
app_110194,0.012824986
app_110195,0.015865276
app_110196,0.020099708
app_110197,0.012388555
app_110198,0.013196133
app_110199,0.006787018
app_110200,0.023029809
app_110201,0.031384293
app_110202,0.016832865
app_110203,0.005643905
app_110204,0.006154736
app_110205,0.013678965
app_110206,0.006864267
app_110207,0.00933195
app_110208,0.010326551
app_110209,0.012911096
app_110210,0.014736708
app_110211,0.034704096
